title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,facebookUrl,instagramUrl,twitterUrl,linkedInUrl
Day To Day Lifestyle.cm,https://www.google.com/maps/place/Day+To+Day+Lifestyle.cm/data=!4m7!3m6!1s0x10610ffe1a8f16e3:0x5ab0b64267a88d61!8m2!3d4.0933397!4d9.7382479!16s%2Fg%2F11spwfq2v_!19sChIJ4xaPGv4PYRARYY2oZ0K2sFo,,No website found,,4.9,11,Furniture store,"Marche de Bonamoussadi, Douala, Cameroon",+237 6 74 86 08 77,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Quifeurou Plus Bonamoussadi,https://www.google.com/maps/place/Quifeurou+Plus+Bonamoussadi/data=!4m7!3m6!1s0x10610d576a0106d7:0x62353d380b5e6906!8m2!3d4.0845622!4d9.7362729!16s%2Fg%2F11fj5lhvpc!19sChIJ1wYBalcNYRARBmleCzg9NWI,,No website found,,3.7,18,Hardware store,"3PMP+RGC, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
"MTN Cameroon, Bonamoussadi Service Center","https://www.google.com/maps/place/MTN+Cameroon,+Bonamoussadi+Service+Center/data=!4m7!3m6!1s0x10610e09d75e8003:0x7d23f04a6c7e668d!8m2!3d4.0922983!4d9.7389169!16s%2Fg%2F11bbrk66xl!19sChIJA4Be1wkOYRARjWZ-bErwI30",,No website found,,3.6,326,Telephone company,"Douala, Cameroon",+237 6 76 30 87 10,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Stokiste longrich bonamoussadi,https://www.google.com/maps/place/Stokiste+longrich+bonamoussadi/data=!4m7!3m6!1s0x10610fe6d2e984d3:0xb513da152ae9b7c1!8m2!3d4.0950625!4d9.7369375!16s%2Fg%2F11nn3nk069!19sChIJ04Tp0uYPYRARwbfpKhXaE7U,,No website found,,5.0,2,Fashion accessories store,"Douala, Cameroon",+237 6 93 26 15 41,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
MTN Carrefour Market Bonamoussadi,https://www.google.com/maps/place/MTN+Carrefour+Market+Bonamoussadi/data=!4m7!3m6!1s0x10610f1c549a7505:0xf1ec4399dc59c2ac!8m2!3d4.0965802!4d9.7361602!16s%2Fg%2F11qn7bdvhy!19sChIJBXWaVBwPYRARrMJZ3JlD7PE,http://www.mtn.cm/,No data found,,3.7,6,Electronics store,"3PWP+JFM, Unnamed Road, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
EKOOLO.CM,https://www.google.com/maps/place/EKOOLO.CM/data=!4m7!3m6!1s0x1061128be2e1fe6d:0xd476d2abe5436788!8m2!3d4.0887842!4d9.7413503!16s%2Fg%2F1ptzsbh34!19sChIJbf7h4osSYRARiGdD5avSdtQ,http://www.ekoolo.cm/,Data found,,3.2,68,Store,"Pb 24171 douala, Douala, Cameroon",+237 6 51 79 72 97,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",contact@ekaoloshop.cm,https://www.facebook.com/people/Kao-lo-shop/100087885047130/,,https://twitter.com/ekoolo_shop,https://www.linkedin.com/in/shop-ekoolo-818188195/
Arc-construction,"https://www.google.com/maps/place/Arc-construction/@4.0891849,9.7428407,17z/data=!3m1!4b1!4m6!3m5!1s0x10610de0ffffffff:0x743beb59ce259225!8m2!3d4.0891849!4d9.7428407!16s%2Fg%2F11c1p61q7w",,No website found,,5.0,1,Electronics store,"3PQV+M4G, Douala, Cameroon",+237 6 97 16 69 60,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Forever Living Products Cameroon,https://www.google.com/maps/place/Forever+Living+Products+Cameroon/data=!4m7!3m6!1s0x10610de5cbfdfddf:0x233c4c23610cd59d!8m2!3d4.0838731!4d9.7389226!16s%2Fg%2F11c481d_n4!19sChIJ3_39y-UNYRARndUMYSNMPCM,http://www.new-chance.com/,Data found,,3.8,75,Health food store,"Douala, Cameroon",+237 2 33 47 24 48,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,https://www.facebook.com/foreverglobalhq,https://www.instagram.com/ForeverGlobalHQ/,https://twitter.com/ForeverGlobalHQ,
ISFA Light,https://www.google.com/maps/place/ISFA+Light/data=!4m7!3m6!1s0x10610d0fcd8f6cf7:0x40fd1c0782486096!8m2!3d4.0858125!4d9.7411875!16s%2Fg%2F11tfzkq7vm!19sChIJ92yPzQ8NYRARlmBIggcc_UA,https://www.isfalight.com/,Data found,,4.8,17,Lighting store,"3PPR+8FX, Douala, Cameroon",+237 6 76 85 43 55,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",supportclient@isfalight.com,https://www.facebook.com/luminairedivers,,,
"Appartements Meublés Douala ""Terminus Bonamoussadi""",https://www.google.com/maps/place/Appartements+Meubl%C3%A9s+Douala+%22Terminus+Bonamoussadi%22/data=!4m7!3m6!1s0x10610f5ce0698b07:0xb85dd3698b333e65!8m2!3d4.0987569!4d9.7369339!16s%2Fg%2F11ft1_hxg2!19sChIJB4tp4FwPYRARZT4zi2nTXbg,https://appartement-meuble-douala.com/,Data found,,2.5,2,Furnished apartment building,"Terminus, Douala, Cameroon",+237 6 95 17 04 05,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",appartdouala@gmail.com,https://web.facebook.com/appartdoauala,,,
K & K Enterprise and services SARL,https://www.google.com/maps/place/K+%26+K+Enterprise+and+services+SARL/data=!4m7!3m6!1s0x10610f6626005217:0x5633804bdc8e2392!8m2!3d4.0539374!4d9.7268902!16s%2Fg%2F11j385lt0j!19sChIJF1IAJmYPYRARkiOO3EuAM1Y,,No website found,,5.0,1,Food processing company,"Bonabo, Douala, Cameroon",+237 6 76 70 70 01,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Cabinet dentaire P Dental Clinic,https://www.google.com/maps/place/Cabinet+dentaire+P+Dental+Clinic/data=!4m7!3m6!1s0x10610d9b3aeb3441:0xf996c0fe1f86597f!8m2!3d4.0869601!4d9.7434619!16s%2Fg%2F11hm5fq2n5!19sChIJQTTrOpsNYRARf1mGH_7Alvk,https://www.pdentalclinicc.com/,Data found,,4.2,9,Dental clinic,"Active Cabinet dentaire, teeth whitening, teeth removal teeth cleaning Carrefour Samuel Eto,o Fils Bonamoussadi Douala, Douala, Cameroon",+237 6 51 34 44 44,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",info@pdentalclinic.com,https://www.facebook.com/pdentalclinicc,https://instagram.com/pdentalclinic,https://twitter.com/PDentalClinic1,https://www.linkedin.com/company/pdentalclinic
BRAND and CLASS - CAMEROON,https://www.google.com/maps/place/BRAND+and+CLASS+-+CAMEROON/data=!4m7!3m6!1s0x10610deddb733d07:0xc9a28dac6f9c508d!8m2!3d4.0912865!4d9.7418816!16s%2Fg%2F11kh9m5047!19sChIJBz1z2-0NYRARjVCcb6yNosk,,No website found,,,,E-commerce service,"Behind Tchop et Yamo Restaurant, Douala, Cameroon",+237 6 51 51 03 35,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
MK World Business Corporation,"https://www.google.com/maps/place/MK+World+Business+Corporation/@4.0847196,9.7485498,17z/data=!3m1!4b1!4m6!3m5!1s0x10610ddc4d870285:0x2bc32f31aad45403!8m2!3d4.0847196!4d9.7485498!16s%2Fg%2F11hcjz8yfm",http://www.mk-wbc.com/,Data found,,4.0,2,Council,"3PMX+VCM, Douala, Cameroon",+237 2 33 47 28 48,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",infos@mk-wbc.com,https://www.facebook.com/MKWBC/,,,https://www.linkedin.com/in/mk-wbc/
Media shop & services,https://www.google.com/maps/place/Media+shop+%26+services/data=!4m7!3m6!1s0x10610de024041e65:0x3757b270cf4dfac6!8m2!3d4.0914654!4d9.7439217!16s%2Fg%2F11g814sxy_!19sChIJZR4EJOANYRARxvpNz3CyVzc,,No website found,,4.0,2,Computer store,"Douala, Cameroon",+237 6 96 30 27 44,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
E And B Business,"https://www.google.com/maps/place/E+And+B+Business/@4.0891849,9.7428407,17z/data=!3m1!4b1!4m6!3m5!1s0x10610d5f9da9e557:0x3074e423e4e5b011!8m2!3d4.0891849!4d9.7428407!16s%2Fg%2F11kf3fpx4h",,No website found,,,,Construction company,"sable, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Mc International Business Ac@Demy,https://www.google.com/maps/place/Mc+International+Business+Ac@Demy/data=!4m7!3m6!1s0x10610d6031985a0f:0x31b79170e51ac229!8m2!3d4.0832536!4d9.7483097!16s%2Fg%2F11jks8k85f!19sChIJD1qYMWANYRARKcIa5XCRtzE,https://business.mc-investmentgroup.com/,No data found,,4.8,56,School,"3PMX+883, Douala, Cameroon",+237 6 58 52 44 69,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
TotalEnergies BONAMOUSSADI 2,https://www.google.com/maps/place/TotalEnergies+BONAMOUSSADI+2/data=!4m7!3m6!1s0x10610dfafb630dc5:0x3c20b76ed1426d01!8m2!3d4.0840243!4d9.7324323!16s%2Fg%2F11c59xcm_k!19sChIJxQ1j-_oNYRARAW1C0W63IDw,https://totalenergies.cm/,Data found,,3.8,116,Gas station,"Rue Akwa Nord Située à Akwa Nord, 300 mètres Avant le Carrefour Maetur, Douala, Cameroon",+237 6 70 95 00 00,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,https://www.facebook.com/TotalEnergiesCameroun,https://www.instagram.com/totalenergies_cm/,https://twitter.com/TotalEnergiesCM,https://www.linkedin.com/company/totalenergies/
Ikonnect Group,https://www.google.com/maps/place/Ikonnect+Group/data=!4m7!3m6!1s0x10610fc68f234399:0x8f152a1c7ec393c7!8m2!3d4.0918115!4d9.7461702!16s%2Fg%2F11qt3scpgg!19sChIJmUMjj8YPYRARx5PDfhwqFY8,https://ikonnectgroup.com/,Data found,,4.5,2,Computer support and services,"1245 Bonamoussadi, Cameroon",+237 6 79 48 48 99,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",ssg@ikonnectgroup.com,,,,
Diaspo-Mboa Sarl,https://www.google.com/maps/place/Diaspo-Mboa+Sarl/data=!4m7!3m6!1s0x10610db119a70305:0x6356b2d1a266b595!8m2!3d4.089452!4d9.740993!16s%2Fg%2F11q3lsvd8x!19sChIJBQOnGbENYRARlbVmotGyVmM,https://www.diaspomboa.com/,Data found,,4.9,10,Real estate agency,"Douala, Cameroon",+237 6 93 70 67 29,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",info@diaspomboa.com,https://www.facebook.com/Diaspomboasarl,https://www.instagram.com/diaspo_mboa_2021/,https://twitter.com/MboaSci?s=08,
United Business Partner,"https://www.google.com/maps/place/United+Business+Partner/@4.0813623,9.7512078,17z/data=!3m1!4b1!4m6!3m5!1s0x10610d266648bc75:0x43972b3bb45f3539!8m2!3d4.0813623!4d9.7512078!16s%2Fg%2F11fqy6xc71",,No website found,,,,Thrift store,"3QJ2+GFW, Unnamed Road, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Awambong group of Companies (AGOC),https://www.google.com/maps/place/Awambong+group+of+Companies+%28AGOC%29/data=!4m7!3m6!1s0x10610d4d7d955f33:0x976cd1fc8c206390!8m2!3d4.0910912!4d9.7403679!16s%2Fg%2F11vcm_xp8y!19sChIJM1-VfU0NYRARkGMgjPzRbJc,https://awambong.cm/,No data found,,,,Print shop,"Bssadi Gallery, Douala, Cameroon",+237 6 51 26 11 03,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Neptune Oil Bonamoussadi,https://www.google.com/maps/place/Neptune+Oil+Bonamoussadi/data=!4m7!3m6!1s0x10610f05c9ca694d:0xd6d681cab8cf322b!8m2!3d4.0927247!4d9.7409825!16s%2Fg%2F11f9x2rzm8!19sChIJTWnKyQUPYRARKzLPuMqB1tY,,No website found,,3.8,29,Gas station,"3PVR+39Q, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Immeuble IPPB,https://www.google.com/maps/place/Immeuble+IPPB/data=!4m7!3m6!1s0x10610e0b0f6c0ae7:0x3c722709f831beda!8m2!3d4.0949183!4d9.7433077!16s%2Fg%2F11fy_dmrw_!19sChIJ5wpsDwsOYRAR2r4x-Akncjw,,No website found,,3.7,54,Serviced apartment,"3PVV+X87 Rue Des Prince, Douala, Cameroon",+237 6 96 28 71 53,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Résidence Citypi,https://www.google.com/maps/place/R%C3%A9sidence+Citypi/data=!4m7!3m6!1s0x10610f10ebc58d53:0x87b539ba2d73fdd9!8m2!3d4.0944411!4d9.7459471!16s%2Fg%2F11ls1x1lx_!19sChIJU43F6xAPYRAR2f1zLbo5tYc,,No website found,,4.0,1,Furnished apartment building,"Unnamed Road, Douala, Cameroon",+237 6 96 86 41 70,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Immeuble Congelcam,https://www.google.com/maps/place/Immeuble+Congelcam/data=!4m7!3m6!1s0x10610f2c3a08d873:0x85a7f18d344cb18e!8m2!3d4.0922528!4d9.7379917!16s%2Fg%2F11fcnfgt5f!19sChIJc9gIOiwPYRARjrFMNI3xp4U,,No website found,,4.5,2,Shopping mall,"Immeuble ConGelCam, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
SOPIC Plus - Vente de fils et câbles électriques,https://www.google.com/maps/place/SOPIC+Plus+-+Vente+de+fils+et+c%C3%A2bles+%C3%A9lectriques/data=!4m7!3m6!1s0x10610da17e462aa5:0x18631e7ced1a3f3d!8m2!3d4.0825189!4d9.7281142!16s%2Fg%2F11fkvqzjp5!19sChIJpSpGfqENYRARPT8a7XweYxg,,No website found,,3.8,55,Electrical supply store,"Douala, Cameroon",+237 6 93 72 15 82,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Afriq Brain Consulting,https://www.google.com/maps/place/Afriq+Brain+Consulting/data=!4m7!3m6!1s0x10610de57846606b:0x22359200c08b41f1!8m2!3d4.0859398!4d9.7382301!16s%2Fg%2F11j7w05bzv!19sChIJa2BGeOUNYRAR8UGLwACSNSI,http://www.afriqbrain.com/,Data found,,4.3,4,Consultant,"Douala, Cameroon",+237 6 56 83 79 81,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",info@afriqbrain.com,,,https://www.twitter.com/,
Yoomee Bonamoussadi Kado,https://www.google.com/maps/place/Yoomee+Bonamoussadi+Kado/data=!4m7!3m6!1s0x106113b1877514af:0xce0abc126681fe37!8m2!3d4.0889482!4d9.7427447!16s%2Fg%2F11f5ywf9v7!19sChIJrxR1h7ETYRARN_6BZhK8Cs4,,No website found,,3.5,8,Internet service provider,"Douala, Cameroon",+237 2 42 99 93 20,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Meuble de Bonamoussadi,"https://www.google.com/maps/place/Meuble+de+Bonamoussadi/@4.0921617,9.7466903,17z/data=!3m1!4b1!4m6!3m5!1s0x10610e755cfa9009:0x5c84085ca3d3d62f!8m2!3d4.0921617!4d9.7466903!16s%2Fg%2F11f3xzg826",,No website found,,3.6,9,Serviced apartment,"3PRW+VM8, Douala, Cameroon",+237 6 96 28 71 53,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
SMA Business Sarl,"https://www.google.com/maps/place/SMA+Business+Sarl/@4.0765687,9.7235842,17z/data=!3m1!4b1!4m6!3m5!1s0x10610d7d002ba2a9:0xfd94a34befbace89!8m2!3d4.0765687!4d9.7235842!16s%2Fg%2F11qbj8m429",http://smabusinesssarl.com/,No data found,,,,Print shop,"harmonie, 2547, Akwa nord, face pharmacie, Douala, Cameroon",+237 6 79 15 04 66,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
PAPER BAG MANUFACTURING,https://www.google.com/maps/place/PAPER+BAG+MANUFACTURING/data=!4m7!3m6!1s0x10610ddd4fcb3ad5:0xe3d8208b3233dd1f!8m2!3d4.0820287!4d9.7570431!16s%2Fg%2F11stl3xfll!19sChIJ1TrLT90NYRARH90zMosg2OM,,No website found,,5.0,1,Packaging supply store,"makepe, Douala, Cameroon",+237 6 95 56 44 22,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Cameroon Safety Services-International,https://www.google.com/maps/place/Cameroon+Safety+Services-International/data=!4m7!3m6!1s0x10610faf0a977527:0xff1a08312f7f33e2!8m2!3d4.0969543!4d9.7372253!16s%2Fg%2F11lkwcrvqj!19sChIJJ3WXCq8PYRAR4jN_LzEIGv8,http://www.css-itl.com/,Data found,,,,Occupational safety and health,"Carredfour du Lycee, Douala, Cameroon",+237 6 97 12 08 01,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",contact@css-itl.com,https://www.facebook.com/CameroonSafetyServices,,,https://www.linkedin.com/company/68552052/admin/
Home Electro makepe,https://www.google.com/maps/place/Home+Electro+makepe/data=!4m7!3m6!1s0x10610dfe96acf1eb:0x2fb52a938323a2e3!8m2!3d4.0800541!4d9.7545143!16s%2Fg%2F11fj5cvjd0!19sChIJ6_Gslv4NYRAR46Ijg5MqtS8,,No website found,,3.9,14,Computer store,"Makepe carrefour BM, Douala, Cameroon",+237 6 75 93 47 93,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Instadrive,https://www.google.com/maps/place/Instadrive/data=!4m7!3m6!1s0x1061131405e5f45d:0x58d43f5256dfc327!8m2!3d4.0530011!4d9.7012455!16s%2Fg%2F11sp5vdc59!19sChIJXfTlBRQTYRARJ8PfVlI_1Fg,,No website found,,4.9,12,Car rental agency,"2854, Douala, Cameroon",+237 6 96 99 63 39,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Neptune Oil Bonamoussadi 2,https://www.google.com/maps/place/Neptune+Oil+Bonamoussadi+2/data=!4m7!3m6!1s0x10610deaf1119883:0x3390eb2b2877123e!8m2!3d4.0872117!4d9.7412182!16s%2Fg%2F11q8x2dk2h!19sChIJg5gR8eoNYRARPhJ3KCvrkDM,,No website found,,4.0,7,Gas station,"3PPR+VFP, Carrefour Maçon, Douala, Cameroon",,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
ETS ALEX KENGNE,"https://www.google.com/maps/place/ETS+ALEX+KENGNE/@4.0891849,9.7428407,17z/data=!3m1!4b1!4m6!3m5!1s0x10610d51d34b7039:0x37c933512b2b92c6!8m2!3d4.0891849!4d9.7428407!16s%2Fg%2F11twqfbtmk",,No website found,,,,Duty free store,"Douala, Cameroon",+237 6 75 12 84 52,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Residence Borel,https://www.google.com/maps/place/Residence+Borel/data=!4m7!3m6!1s0x10610de3de081bf9:0xc32746521117f507!8m2!3d4.0907918!4d9.7293144!16s%2Fg%2F11ddywt9xs!19sChIJ-RsI3uMNYRARB_UXEVJGJ8M,https://www.residenceborel-douala.com/,Data found,,3.6,76,Holiday apartment,"1690, Douala, Cameroon",+237 6 93 73 03 73,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",contact@residenceborel-douala.com,https://www.facebook.com/residenceboreldouala/,,,
Johnson's Business Ventures,https://www.google.com/maps/place/Johnson%27s+Business+Ventures/data=!4m7!3m6!1s0x106113c7bc2fcb5f:0x63d964a6b5991f37!8m2!3d4.0421982!4d9.7104087!16s%2Fg%2F11g1mgx2b2!19sChIJX8svvMcTYRARNx-ZtaZk2WM,https://www.johnsonsbusinessventures.com/,No data found,,4.8,17,Auto parts store,"Camp Yabassi, Douala, Cameroon",+237 6 77 90 03 79,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Carrefour Rhone Poulenc,https://www.google.com/maps/place/Carrefour+Rhone+Poulenc/data=!4m7!3m6!1s0x10610dda42eb031d:0xe9a572d4c412e316!8m2!3d4.0847873!4d9.755246!16s%2Fg%2F1tzvykth!19sChIJHQPrQtoNYRARFuMSxNRypek,,No website found,,3.4,616,Truck stop,"3QM4+W39, Douala, Cameroon",+237 6 97 85 89 50,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
Bonamoussadi,https://www.google.com/maps/place/Bonamoussadi/data=!4m7!3m6!1s0x10610de1d7b3a259:0x142c5c407bf8d218!8m2!3d4.089185!4d9.7427775!16s%2Fg%2F1ptx3xg83!19sChIJWaKz1-ENYRARGNL4e0BcLBQ,,No website found,,4.0,,,,,"https://www.google.com/maps/search/enterprises+in+bounamousadi+douala,+cameroon/@4.0919173,9.7315477,15z/data=!3m1!4b1?entry=ttu&g_ep=EgoyMDI0MTAwMi4xIKXMDSoASAFQAw%3D%3D",,,,,
